id,release_date,movie,production_budget,domestic_gross,worldwide_gross
93,1-Feb-02,Birthday Girl,"$13,000,000 ","$4,919,896 ","$8,130,727 "
94,4-May-07,"Paris, je t'aime","$13,000,000 ","$4,857,374 ","$5,175,088 "
95,7-Dec-18,Ben is Back,"$13,000,000 ","$3,703,182 ","$9,633,111 "
96,24-Aug-07,Resurrecting the Champ,"$13,000,000 ","$3,172,382 ","$3,260,555 "
97,26-Mar-10,Chloe,"$13,000,000 ","$3,075,255 ","$11,831,131 "
98,2-Mar-01,The Widow of St. Pierre,"$13,000,000 ","$3,058,380 ","$3,058,380 "
99,4-Dec-15,Youth,"$13,000,000 ","$2,703,296 ","$24,001,573 "
100,5-Apr-96,Faithful,"$13,000,000 ","$2,104,439 ","$2,104,439 "
1,26-Feb-10,Un ProphÃ¨te,"$13,000,000 ","$2,087,720 ","$19,910,624 "
2,3-Dec-10,"I Love You, Phillip Morris","$13,000,000 ","$2,037,459 ","$23,014,027 "
3,24-Jul-15,The Vatican Tapes,"$13,000,000 ","$1,784,763 ","$14,929,184 "
4,17-Mar-06,Find Me Guilty,"$13,000,000 ","$1,173,673 ","$2,898,225 "
5,14-May-93,Excessive Force,"$13,000,000 ","$1,152,117 ","$1,152,117 "
6,13-Oct-06,Infamous,"$13,000,000 ","$1,151,330 ","$2,613,717 "
7,29-Jul-11,Attack the Block,"$13,000,000 ","$1,024,175 ","$6,459,183 "
8,14-Aug-15,Brothers,"$13,000,000 ","$656,688 ","$17,856,688 "
9,29-Dec-00,The Claim,"$13,000,000 ","$622,023 ","$1,375,635 "
10,23-Dec-11,In The Land of Blood and Honey,"$13,000,000 ","$303,877 ","$509,193 "
11,18-Jun-10,The Killer Inside Me,"$13,000,000 ","$217,277 ","$3,617,277 "
12,30-Mar-12,Womb,"$13,000,000 ",$0 ,$0 
13,31-Dec-19,Rogue City,"$13,000,000 ",$0 ,$0 
14,15-Mar-13,The Call,"$12,800,000 ","$51,872,378 ","$69,821,476 "
15,5-Aug-16,Operation Chromite,"$12,700,000 ","$1,022,720 ","$49,196,532 "
16,12-Sep-14,The Drop,"$12,600,000 ","$10,724,389 ","$19,054,534 "
17,12-Jul-02,The Crocodile Hunter: Collision Course,"$12,500,000 ","$28,436,931 ","$33,436,931 "
18,3-Sep-10,Machete,"$12,500,000 ","$26,593,646 ","$46,370,970 "
19,19-Dec-02,Antwone Fisher,"$12,500,000 ","$21,078,145 ","$23,367,586 "
20,12-Feb-82,La Guerre du feu,"$12,500,000 ","$20,959,585 ","$20,959,585 "
21,22-Nov-02,The Emperor's Club,"$12,500,000 ","$14,060,950 ","$16,193,713 "
22,10-Sep-93,True Romance,"$12,500,000 ","$12,281,000 ","$12,309,980 "
23,11-Sep-09,Sorority Row,"$12,500,000 ","$11,965,282 ","$26,735,797 "
24,30-Sep-92,Glengarry Glen Ross,"$12,500,000 ","$10,725,228 ","$10,725,228 "
25,7-Nov-08,The Boy in the Striped Pyjamas,"$12,500,000 ","$9,046,156 ","$44,083,403 "
26,2-Apr-82,Cat People,"$12,500,000 ","$7,000,000 ","$21,000,000 "
27,25-May-79,The Prisoner of Zenda,"$12,500,000 ","$7,000,000 ","$7,000,000 "
28,15-Oct-10,Conviction,"$12,500,000 ","$6,797,696 ","$11,826,980 "
29,12-Oct-07,Lars and the Real Girl,"$12,500,000 ","$5,956,480 ","$11,277,119 "
30,21-May-10,Solitary Man,"$12,500,000 ","$4,360,548 ","$4,360,548 "
31,22-Sep-00,Dancer in the Dark,"$12,500,000 ","$4,157,491 ","$45,557,491 "
32,17-Dec-10,Casino Jack,"$12,500,000 ","$2,039,869 ","$2,272,186 "
33,31-Dec-97,Oscar and Lucinda,"$12,500,000 ","$1,612,957 ","$1,612,957 "
34,1-Nov-96,The Funeral,"$12,500,000 ","$1,212,799 ","$1,412,799 "
35,3-Sep-04,Tae Guik Gi: The Brotherhood of War,"$12,500,000 ","$1,110,186 ","$69,826,708 "
36,16-Apr-10,The Perfect Game,"$12,500,000 ","$1,089,445 ","$3,931,367 "
37,5-Oct-12,The Paperboy,"$12,500,000 ","$677,200 ","$4,027,663 "
38,1-Mar-13,Ernest et Celestine,"$12,500,000 ","$292,562 ","$9,376,444 "
39,4-May-12,A Little Bit of Heaven,"$12,500,000 ","$10,011 ","$1,100,287 "
40,18-Nov-88,The Land Before Time,"$12,300,000 ","$48,092,846 ","$81,972,846 "
41,20-Jun-75,Jaws,"$12,000,000 ","$260,000,000 ","$470,700,000 "
42,26-Dec-73,The Exorcist,"$12,000,000 ","$230,347,346 ","$428,214,478 "
43,6-Jun-14,The Fault in Our Stars,"$12,000,000 ","$124,872,350 ","$307,166,834 "
44,9-Jul-99,American Pie,"$12,000,000 ","$101,800,948 ","$234,723,148 "
45,20-Apr-12,Think Like a Man,"$12,000,000 ","$91,547,205 ","$113,373,764 "
46,16-Apr-14,Heaven is for Real,"$12,000,000 ","$91,386,097 ","$100,916,299 "
47,12-Dec-86,The Golden Child,"$12,000,000 ","$79,817,937 ","$79,817,937 "
48,4-Jun-82,Star Trek II: The Wrath of Khan,"$12,000,000 ","$78,912,963 ","$95,800,000 "
49,13-Sep-02,Barbershop,"$12,000,000 ","$75,781,642 ","$77,063,461 "
50,3-Jun-83,WarGames,"$12,000,000 ","$74,433,837 ","$74,433,837 "
51,4-Feb-94,Ace Ventura: Pet Detective,"$12,000,000 ","$72,217,396 ","$107,217,396 "
52,24-Feb-12,Act of Valor,"$12,000,000 ","$70,012,847 ","$82,497,035 "
53,8-Feb-85,Witness,"$12,000,000 ","$65,532,576 ","$65,532,576 "
54,11-Aug-06,Step Up,"$12,000,000 ","$65,328,121 ","$110,989,157 "
55,3-Feb-12,Chronicle,"$12,000,000 ","$64,575,175 ","$123,681,790 "
56,20-Dec-96,Beavis and Butt-Head Do America,"$12,000,000 ","$63,118,386 ","$63,118,386 "
57,1-Jan-70,Patton,"$12,000,000 ","$62,500,000 ","$62,500,000 "
58,2-Mar-12,Project X,"$12,000,000 ","$54,731,865 ","$103,028,188 "
59,10-Nov-17,"Three Billboards Outside Ebbing, Missouri","$12,000,000 ","$54,513,740 ","$160,191,915 "
60,25-Nov-16,Lion,"$12,000,000 ","$51,739,495 ","$149,570,720 "
61,4-May-18,Overboard,"$12,000,000 ","$50,316,123 ","$85,369,830 "
62,25-Dec-97,Jackie Brown,"$12,000,000 ","$39,673,162 ","$74,727,492 "
63,18-Nov-83,Yentl,"$12,000,000 ","$39,012,241 ","$39,012,241 "
64,25-Apr-08,Harold & Kumar Escape from Guantanamo Bay,"$12,000,000 ","$38,108,728 ","$43,353,117 "
65,22-Nov-13,Philomena,"$12,000,000 ","$37,709,979 ","$98,963,392 "
66,6-Nov-81,Time Bandits,"$12,000,000 ","$37,400,000 ","$37,400,000 "
67,15-Feb-02,Crossroads,"$12,000,000 ","$37,188,667 ","$57,000,000 "
68,24-Jul-15,Paper Towns,"$12,000,000 ","$32,000,304 ","$85,450,484 "
69,10-Oct-08,Quarantine,"$12,000,000 ","$31,691,811 ","$41,924,774 "
70,21-Aug-02,One Hour Photo,"$12,000,000 ","$31,597,131 ","$52,223,306 "
71,1-Feb-08,The Eye,"$12,000,000 ","$31,418,697 ","$57,577,765 "
72,7-Apr-04,Johnson Family Vacation,"$12,000,000 ","$31,203,964 ","$31,286,759 "
73,21-Dec-01,How High,"$12,000,000 ","$31,155,435 ","$31,222,395 "
74,7-Oct-60,Spartacus,"$12,000,000 ","$30,000,000 ","$60,000,000 "
75,1-Sep-06,Crank,"$12,000,000 ","$27,838,408 ","$43,924,923 "
76,11-Dec-92,The Muppet Christmas Carol,"$12,000,000 ","$27,281,507 ","$27,492,918 "
77,12-Aug-16,Hell or High Water,"$12,000,000 ","$27,007,844 ","$37,584,304 "
78,25-Oct-02,Frida,"$12,000,000 ","$25,885,000 ","$56,131,239 "
79,5-Jul-12,Katy Perry: Part of Me,"$12,000,000 ","$25,326,071 ","$32,700,439 "
80,12-Dec-14,Top Five,"$12,000,000 ","$25,317,379 ","$26,001,741 "
81,11-Sep-98,Rounders,"$12,000,000 ","$22,921,898 ","$22,921,898 "
82,28-Apr-67,Casino Royale,"$12,000,000 ","$22,744,718 ","$41,744,718 "
83,15-Jun-79,Prophecy,"$12,000,000 ","$22,673,340 ","$22,673,340 "
84,30-Jan-15,Project Almanac,"$12,000,000 ","$22,348,241 ","$32,909,437 "
85,14-May-10,Just Wright,"$12,000,000 ","$21,540,363 ","$21,867,665 "
86,10-Sep-99,Stir of Echoes,"$12,000,000 ","$21,133,087 ","$21,133,087 "
87,13-Jan-95,Tales from the Crypt: Demon Knight,"$12,000,000 ","$21,089,146 ","$21,089,146 "
88,1-Jan-78,The Boys from Brazil,"$12,000,000 ","$19,000,000 ","$19,000,000 "
89,11-Mar-05,The Upside of Anger,"$12,000,000 ","$18,761,993 ","$28,915,761 "
90,3-Mar-06,Aquamarine,"$12,000,000 ","$18,597,342 ","$22,978,953 "
91,15-Nov-13,Nebraska,"$12,000,000 ","$17,654,912 ","$24,761,360 "
92,9-Jan-04,My Baby's Daddy,"$12,000,000 ","$17,321,573 ","$17,322,212 "
93,5-Oct-01,Max Keeble's Big Move,"$12,000,000 ","$17,292,381 ","$17,292,381 "
94,9-Dec-11,Young Adult,"$12,000,000 ","$16,311,571 ","$22,750,356 "
95,1-Nov-13,About Time,"$12,000,000 ","$15,323,921 ","$89,309,178 "
96,14-Dec-18,If Beale Street Could Talk,"$12,000,000 ","$14,915,773 ","$19,859,167 "
97,14-Jul-17,Wish Upon,"$12,000,000 ","$14,301,505 ","$23,477,345 "
98,6-Aug-97,Def Jam's How To Be a Player,"$12,000,000 ","$14,010,363 ","$14,010,363 "
99,30-Oct-98,Living Out Loud,"$12,000,000 ","$12,905,901 ","$12,905,901 "
100,3-Oct-08,Rachel Getting Married,"$12,000,000 ","$12,796,861 ","$17,475,475 "
1,20-Mar-81,The Postman Always Rings Twice,"$12,000,000 ","$12,200,000 ","$44,200,000 "
2,12-Dec-03,Girl with a Pearl Earring,"$12,000,000 ","$11,634,362 ","$43,274,797 "
3,10-Feb-82,Das Boot,"$12,000,000 ","$11,487,676 ","$84,970,337 "
4,21-Apr-17,Unforgettable,"$12,000,000 ","$11,368,012 ","$16,221,211 "
5,3-Dec-04,House of Flying Daggers,"$12,000,000 ","$11,050,094 ","$92,863,945 "
6,22-Mar-02,Sorority Boys,"$12,000,000 ","$10,198,766 ","$12,516,222 "
7,13-Oct-17,Marshall,"$12,000,000 ","$10,051,659 ","$10,116,816 "
8,5-Dec-08,Cadillac Records,"$12,000,000 ","$8,195,551 ","$8,942,516 "
9,14-Sep-12,Arbitrage,"$12,000,000 ","$7,919,574 ","$35,830,713 "
10,24-Oct-60,The Alamo,"$12,000,000 ","$7,900,000 ","$7,900,000 "
11,12-May-00,Screwed,"$12,000,000 ","$6,982,680 ","$6,982,680 "
12,20-Oct-06,Running With Scissors,"$12,000,000 ","$6,860,000 ","$8,706,701 "
13,3-Sep-93,Fortress,"$12,000,000 ","$6,730,578 ","$46,730,578 "
14,1-Jun-12,For Greater Glory: The True Story of Cristiada,"$12,000,000 ","$5,669,081 ","$10,026,255 "
15,17-Nov-06,For Your Consideration,"$12,000,000 ","$5,549,923 ","$5,549,923 "
16,20-Nov-98,Celebrity,"$12,000,000 ","$5,078,660 ","$6,200,000 "
17,20-Jun-03,From Justin to Kelly,"$12,000,000 ","$4,922,166 ","$4,922,166 "
18,6-Jun-86,Invaders from Mars,"$12,000,000 ","$4,884,663 ","$4,984,663 "
19,22-Mar-96,Girl 6,"$12,000,000 ","$4,880,941 ","$4,880,941 "
20,22-Oct-03,In the Cut,"$12,000,000 ","$4,717,455 ","$23,693,646 "
21,22-Feb-08,Charlie Bartlett,"$12,000,000 ","$3,950,294 ","$5,295,909 "
22,13-Feb-09,Two Lovers,"$12,000,000 ","$3,149,034 ","$16,349,034 "
23,15-Nov-13,La grande bellezza,"$12,000,000 ","$2,883,879 ","$29,549,145 "
24,15-Feb-02,Last Orders,"$12,000,000 ","$2,326,407 ","$2,326,407 "
25,9-Mar-07,Gwoemul,"$12,000,000 ","$2,201,923 ","$92,618,117 "
26,13-Nov-81,The Pursuit of D.B. Cooper,"$12,000,000 ","$2,104,164 ","$2,104,164 "
27,19-Mar-99,Ravenous,"$12,000,000 ","$2,062,406 ","$2,062,406 "
28,14-Jun-02,The Dangerous Lives of Altar Boys,"$12,000,000 ","$1,779,284 ","$1,779,284 "
29,1-Mar-13,Stoker,"$12,000,000 ","$1,703,125 ","$12,034,913 "
30,7-Mar-08,Married Life,"$12,000,000 ","$1,506,998 ","$2,975,188 "
31,5-Aug-05,2046,"$12,000,000 ","$1,442,338 ","$19,287,485 "
32,11-Mar-11,Kill the Irishman,"$12,000,000 ","$1,188,194 ","$1,188,194 "
33,30-Sep-05,Duma,"$12,000,000 ","$870,067 ","$994,790 "
34,20-Apr-12,Darling Companion,"$12,000,000 ","$793,352 ","$1,200,346 "
35,4-Jun-10,Ondine,"$12,000,000 ","$550,472 ","$557,545 "
36,20-Jul-01,Brother,"$12,000,000 ","$450,594 ","$450,594 "
37,4-Oct-02,Welcome to Collinwood,"$12,000,000 ","$378,650 ","$4,606,284 "
38,18-Apr-08,Life Before Her Eyes,"$12,000,000 ","$303,439 ","$7,203,439 "
39,31-Oct-97,Critical Care,"$12,000,000 ","$220,175 ","$220,175 "
40,28-Sep-07,Trade,"$12,000,000 ","$214,202 ","$1,513,388 "
41,6-Jan-06,Fateless,"$12,000,000 ","$196,857 ","$196,857 "
42,3-Sep-10,San qiang pai an jing qi,"$12,000,000 ","$190,946 ","$310,946 "
43,17-Sep-99,Breakfast of Champions,"$12,000,000 ","$178,287 ","$178,287 "
44,9-Mar-01,Company Man,"$12,000,000 ","$146,028 ","$622,273 "
45,7-Nov-09,Nanjing! Nanjing!,"$12,000,000 ","$122,558 ","$20,122,558 "
46,9-Oct-15,Trash,"$12,000,000 ","$17,484 ","$6,553,186 "
47,19-Aug-11,5 Days of War,"$12,000,000 ","$17,479 ","$87,793 "
48,11-Nov-15,10 Days in a Madhouse,"$12,000,000 ","$14,616 ","$14,616 "
49,7-Apr-09,1612,"$12,000,000 ",$0 ,"$5,400,624 "
50,31-Dec-15,San cheng ji,"$12,000,000 ",$0 ,"$1,950,194 "
51,31-Dec-11,Tu Xia Chuan Qi,"$12,000,000 ",$0 ,"$1,828,400 "
52,10-Feb-10,Triangle,"$12,000,000 ",$0 ,"$1,594,955 "
53,19-Oct-13,Supesu Batorushippu Yamato,"$12,000,000 ",$0 ,$0 
54,3-Oct-14,Drive Hard,"$12,000,000 ",$0 ,$0 
55,30-Oct-15,Dancin' It's On,"$12,000,000 ",$0 ,$0 
56,5-Jun-09,Home,"$12,000,000 ",$0 ,$0 
57,23-Sep-16,The Dressmaker,"$11,900,000 ","$2,022,115 ","$24,041,617 "
58,10-Dec-99,Diamonds,"$11,900,000 ","$81,897 ","$81,897 "
59,20-Mar-98,Madadayo,"$11,900,000 ","$48,856 ","$48,856 "
60,20-Nov-15,Carol,"$11,800,000 ","$12,711,491 ","$42,843,521 "
61,21-Apr-89,Pet Sematary,"$11,500,000 ","$57,469,179 ","$57,469,179 "
62,22-Jan-16,Dirty Grandpa,"$11,500,000 ","$35,593,113 ","$105,078,449 "
63,27-Nov-09,The Cry of the Owl,"$11,500,000 ",$0 ,$0 
64,9-Oct-09,St. Trinianâs,"$11,400,000 ","$15,000 ","$29,830,239 "
65,25-May-77,Star Wars Ep. IV: A New Hope,"$11,000,000 ","$460,998,007 ","$786,598,007 "
66,8-Jun-84,Gremlins,"$11,000,000 ","$148,168,459 ","$148,199,515 "
67,22-Dec-65,Doctor Zhivago,"$11,000,000 ","$111,897,830 ","$112,036,323 "
68,10-Dec-10,The Fighter,"$11,000,000 ","$93,617,009 ","$129,262,388 "
69,24-Oct-08,High School Musical 3: Senior Year,"$11,000,000 ","$90,559,416 ","$274,392,880 "
70,27-Dec-91,Fried Green Tomatoes,"$11,000,000 ","$81,204,830 ","$81,204,830 "
71,22-Sep-06,Jackass: Number Two,"$11,000,000 ","$72,778,712 ","$85,278,712 "
72,13-Mar-92,My Cousin Vinny,"$11,000,000 ","$52,929,168 ","$52,929,168 "
73,22-Aug-14,If I Stay,"$11,000,000 ","$50,474,843 ","$78,356,170 "
74,7-Apr-89,Major League,"$11,000,000 ","$49,793,054 ","$49,793,054 "
75,4-Apr-03,Phone Booth,"$11,000,000 ","$46,566,212 ","$97,837,138 "
76,25-Jan-02,A Walk to Remember,"$11,000,000 ","$41,227,069 ","$46,060,861 "
77,29-Dec-95,Dead Man Walking,"$11,000,000 ","$39,387,284 ","$83,088,295 "
78,5-Mar-99,Cruel Intentions,"$11,000,000 ","$38,665,260 ","$76,238,901 "
79,4-Nov-15,Brooklyn,"$11,000,000 ","$38,322,743 ","$62,076,141 "
80,17-Oct-08,The Secret Life of Bees,"$11,000,000 ","$37,780,486 ","$39,994,347 "
81,1-Apr-15,Woman in Gold,"$11,000,000 ","$33,307,793 ","$58,586,407 "
82,12-Jun-81,History of the World: Part I,"$11,000,000 ","$31,672,000 ","$31,672,000 "
83,8-Dec-17,"I, Tonya","$11,000,000 ","$30,014,534 ","$53,797,409 "
84,23-Oct-09,Saw VI,"$11,000,000 ","$27,693,292 ","$69,752,402 "
85,12-Oct-01,Corky Romano,"$11,000,000 ","$23,978,402 ","$25,116,103 "
86,14-Feb-19,Fighting With My Family,"$11,000,000 ","$22,958,583 ","$39,049,922 "
87,7-Aug-92,Raising Cain,"$11,000,000 ","$21,171,695 ","$21,171,695 "
88,13-Apr-78,F.I.S.T,"$11,000,000 ","$20,388,920 ","$20,388,920 "
89,1-Jan-75,Barry Lyndon,"$11,000,000 ","$20,000,000 ","$20,169,934 "
90,11-Jan-13,Quartet,"$11,000,000 ","$18,388,357 ","$56,178,935 "
91,21-Nov-01,Out Cold,"$11,000,000 ","$13,906,394 ","$14,786,394 "
92,13-Oct-00,The Ladies Man,"$11,000,000 ","$13,592,872 ","$13,719,474 "
93,30-Mar-01,Tomcats,"$11,000,000 ","$13,558,739 ","$13,558,739 "
94,6-Dec-13,Inside Llewyn Davis,"$11,000,000 ","$13,248,209 ","$32,943,247 "
95,12-Apr-02,Frailty,"$11,000,000 ","$13,110,448 ","$19,947,280 "
96,19-Feb-93,Army of Darkness,"$11,000,000 ","$11,502,976 ","$21,502,976 "
97,12-Nov-04,Kinsey,"$11,000,000 ","$10,214,647 ","$17,443,529 "
98,10-May-13,Peeples,"$11,000,000 ","$9,177,065 ","$9,307,166 "
99,25-Dec-93,What's Eating Gilbert Grape,"$11,000,000 ","$9,170,214 ","$9,170,214 "
100,6-Jul-16,Sultan,"$11,000,000 ","$5,599,781 ","$72,989,781 "
1,1-Feb-02,Slackers,"$11,000,000 ","$4,814,244 ","$5,942,218 "
2,26-Sep-03,The Gospel of John,"$11,000,000 ","$4,068,087 ","$4,234,355 "
3,10-Oct-04,Vera Drake,"$11,000,000 ","$3,753,806 ","$13,353,855 "
4,31-Jan-03,The Guru,"$11,000,000 ","$3,051,221 ","$24,150,550 "
5,14-Dec-95,Othello,"$11,000,000 ","$2,844,379 ","$2,844,379 "
6,12-May-95,The Perez Family,"$11,000,000 ","$2,794,056 ","$2,794,056 "
7,1-Jan-70,The Molly Maguires,"$11,000,000 ","$2,200,000 ","$2,200,000 "
8,1-Jan-91,Return to the Blue Lagoon,"$11,000,000 ","$2,000,000 ","$2,000,000 "
9,7-Sep-07,Romance and Cigarettes,"$11,000,000 ","$551,002 ","$3,231,251 "
10,10-Nov-06,Copying Beethoven,"$11,000,000 ","$355,968 ","$6,586,324 "
11,26-Aug-11,Brighton Rock,"$11,000,000 ","$229,653 ","$229,653 "
12,16-Nov-12,Le prÃ©nom,"$11,000,000 ","$61,611 ","$25,307,405 "
13,8-May-15,La famille BÃ©lier,"$11,000,000 ",$0 ,"$82,438,670 "
14,4-May-12,LOL,"$11,000,000 ",$0 ,"$10,431,506 "
15,5-Feb-16,Misconduct,"$11,000,000 ",$0 ,"$2,352,511 "
16,31-Dec-19,Eli,"$11,000,000 ",$0 ,$0 
17,24-Oct-08,Saw V,"$10,800,000 ","$56,746,769 ","$118,209,778 "
18,25-May-12,Les Intouchables,"$10,800,000 ","$13,182,281 ","$484,873,045 "
19,27-Apr-07,Jindabyne,"$10,800,000 ","$399,879 ","$2,862,544 "
20,11-Aug-06,Kabhi Alvida Naa Kehna,"$10,750,000 ","$3,275,443 ","$32,575,443 "
21,25-May-79,Alien,"$10,700,000 ","$80,930,630 ","$203,628,947 "
22,4-Jun-82,Poltergeist,"$10,700,000 ","$74,706,019 ","$121,706,019 "
23,18-Jun-99,An Ideal Husband,"$10,700,000 ","$18,542,974 ","$31,341,183 "
24,25-Dec-04,Darkness,"$10,600,000 ","$22,163,442 ","$34,409,206 "
25,6-Dec-13,The Last Days on Mars,"$10,600,000 ","$24,084 ","$261,364 "
26,11-Jun-82,ET: The Extra-Terrestrial,"$10,500,000 ","$435,110,554 ","$792,965,326 "
27,2-Apr-68,2001: A Space Odyssey,"$10,500,000 ","$59,936,321 ","$71,928,046 "
28,20-Apr-07,In the Land of Women,"$10,500,000 ","$11,052,958 ","$14,140,402 "
29,31-Dec-94,There Goes My Baby,"$10,500,000 ","$125,169 ","$125,169 "
30,20-Feb-04,The Blue Butterfly,"$10,400,000 ","$1,610,194 ","$1,610,194 "
31,2-Nov-01,Le Fabuleux destin d'AmÃ©lie Poulain,"$10,350,000 ","$33,201,661 ","$174,201,661 "
32,4-Jan-19,PMC: deo beong-keo,"$10,300,000 ",$0 ,"$12,478,635 "
33,18-Feb-83,Lovesick,"$10,100,000 ","$10,143,618 ","$10,143,618 "
34,30-Apr-10,Housefull,"$10,100,000 ","$1,183,658 ","$18,726,300 "
35,24-Aug-07,September Dawn,"$10,100,000 ","$1,066,555 ","$1,066,555 "
36,19-Oct-18,Halloween,"$10,000,000 ","$159,342,015 ","$254,900,667 "
37,5-Dec-97,Good Will Hunting,"$10,000,000 ","$138,433,435 ","$225,925,989 "
38,22-Oct-04,The Grudge,"$10,000,000 ","$110,359,362 ","$187,281,115 "
39,26-Aug-16,Donât Breathe,"$10,000,000 ","$89,217,875 ","$158,973,685 "
40,26-Jun-81,Stripes,"$10,000,000 ","$85,300,000 ","$85,300,000 "
41,27-Oct-06,Saw III,"$10,000,000 ","$80,238,724 ","$163,876,815 "
42,1-Jul-16,The Purge: Election Year,"$10,000,000 ","$79,042,440 ","$118,514,727 "
43,18-May-18,Book Club,"$10,000,000 ","$68,566,296 ","$91,113,683 "
44,25-Aug-00,Bring it On,"$10,000,000 ","$68,353,550 ","$90,453,550 "
45,5-Jan-18,Insidious: The Last Key,"$10,000,000 ","$67,745,330 ","$167,885,588 "
46,29-Jan-99,She's All That,"$10,000,000 ","$63,465,522 ","$63,465,522 "
47,26-Oct-07,Saw IV,"$10,000,000 ","$63,300,095 ","$135,759,694 "
48,24-Feb-06,Madea's Family Reunion,"$10,000,000 ","$63,257,940 ","$63,320,521 "
49,7-Jan-05,White Noise,"$10,000,000 ","$56,094,360 ","$92,094,360 "
50,17-Oct-86,The Color of Money,"$10,000,000 ","$52,293,000 ","$52,293,000 "
51,5-Jun-15,Insidious Chapter 3,"$10,000,000 ","$52,218,558 ","$120,453,155 "
52,2-Oct-92,The Mighty Ducks,"$10,000,000 ","$50,752,337 ","$50,752,337 "
53,3-Nov-17,Lady Bird,"$10,000,000 ","$48,958,273 ","$78,610,769 "
54,6-Nov-09,Precious (Based on the Novel Push by Sapphire),"$10,000,000 ","$47,566,524 ","$68,722,848 "
55,4-May-12,The Best Exotic Marigold Hotel,"$10,000,000 ","$46,383,639 ","$134,639,780 "
56,8-Jun-18,Hereditary,"$10,000,000 ","$44,069,456 ","$70,133,905 "
57,16-Mar-18,"Love, Simon","$10,000,000 ","$40,826,341 ","$65,520,633 "
58,17-Feb-89,Bill & Ted's Excellent Adventure,"$10,000,000 ","$40,485,039 ","$40,485,039 "
59,4-Oct-62,The Longest Day,"$10,000,000 ","$39,100,000 ","$50,100,000 "
60,16-Feb-96,Happy Gilmore,"$10,000,000 ","$38,623,460 ","$41,004,412 "
61,27-Oct-17,Jigsaw,"$10,000,000 ","$38,052,832 ","$102,445,196 "
62,31-Aug-01,Jeepers Creepers,"$10,000,000 ","$37,904,175 ","$58,939,035 "
63,28-Jun-85,St. Elmoâs Fire,"$10,000,000 ","$37,800,000 ","$37,800,000 "
64,11-Dec-68,Oliver!,"$10,000,000 ","$37,402,877 ","$37,402,877 "
65,16-Feb-01,Recess: School's Out,"$10,000,000 ","$36,696,761 ","$44,451,470 "
66,10-Jul-85,Mad Max Beyond Thunderdome,"$10,000,000 ","$36,230,219 ","$36,230,219 "
67,3-Nov-77,Peteâs Dragon,"$10,000,000 ","$36,000,000 ","$36,000,000 "
68,22-Jan-16,The Boy,"$10,000,000 ","$35,819,556 ","$68,220,952 "
69,4-Oct-85,Commando,"$10,000,000 ","$35,073,978 ","$35,073,978 "
70,19-May-17,"Everything, Everything","$10,000,000 ","$34,121,140 ","$61,603,136 "
71,17-Sep-10,Devil,"$10,000,000 ","$33,679,655 ","$63,354,114 "
72,22-Nov-02,Friday After Next,"$10,000,000 ","$33,253,609 ","$33,526,835 "
73,6-Mar-15,The Second Best Exotic Marigold Hotel,"$10,000,000 ","$33,078,266 ","$90,384,306 "
74,22-Mar-85,The Last Dragon,"$10,000,000 ","$33,000,000 ","$33,000,000 "
75,28-Apr-17,How to Be a Latin Lover,"$10,000,000 ","$32,149,404 ","$62,556,228 "
76,6-Mar-92,The Lawnmower Man,"$10,000,000 ","$32,100,816 ","$32,100,816 "
77,3-Oct-08,Nick and Norah's Infinite Playlist,"$10,000,000 ","$31,487,293 ","$33,886,017 "
78,19-Dec-03,Calendar Girls,"$10,000,000 ","$31,011,616 ","$93,074,616 "
79,12-Nov-99,Dogma,"$10,000,000 ","$30,651,422 ","$43,948,865 "
80,10-Aug-18,Slender Man,"$10,000,000 ","$30,564,825 ","$51,723,644 "
81,20-Sep-02,The Banger Sisters,"$10,000,000 ","$30,306,281 ","$38,067,218 "
82,8-Dec-00,Snatch,"$10,000,000 ","$30,093,107 ","$83,593,107 "
83,19-May-89,Road House,"$10,000,000 ","$30,050,028 ","$30,050,028 "
84,27-Jul-18,Teen Titans Go! To The Movies,"$10,000,000 ","$29,790,236 ","$51,620,593 "
85,9-Sep-16,When the Bough Breaks,"$10,000,000 ","$29,747,603 ","$30,768,449 "
86,24-Jun-83,Twilight Zone: The Movie,"$10,000,000 ","$29,500,000 ","$29,500,000 "
87,23-Nov-94,A Low Down Dirty Shame,"$10,000,000 ","$29,317,886 ","$29,317,886 "
88,30-Aug-13,One Direction: This is Us,"$10,000,000 ","$28,873,374 ","$68,541,786 "
89,6-Sep-02,Swimfan,"$10,000,000 ","$28,564,995 ","$34,084,228 "
90,6-Oct-06,Employee of the Month,"$10,000,000 ","$28,444,855 ","$38,364,855 "
91,21-Aug-15,Sinister 2,"$10,000,000 ","$27,740,955 ","$54,104,225 "
92,8-Jan-16,The Forest,"$10,000,000 ","$26,594,261 ","$40,749,230 "
93,6-Nov-09,The Fourth Kind,"$10,000,000 ","$26,218,170 ","$49,486,874 "
94,25-Mar-83,The Outsiders,"$10,000,000 ","$25,697,647 ","$25,697,647 "
95,12-Jun-98,Can't Hardly Wait,"$10,000,000 ","$25,358,996 ","$25,358,996 "
96,17-Aug-12,Sparkle,"$10,000,000 ","$24,397,469 ","$24,660,323 "
97,14-Oct-16,Kevin Hart: What Now?,"$10,000,000 ","$23,591,043 ","$23,591,043 "
98,26-Apr-13,Mud,"$10,000,000 ","$21,590,086 ","$31,556,959 "
